 10     0.901614352960785E-02
 11     0.986052347238193E-02
 12     0.102600322115499E-01
 13     0.101478724849212E-01
 14     0.100244507116479E-01
 15     0.975149226233528E-02
 16     0.920620159981282E-02
 17     0.859335016570081E-02
 18     0.853658270776178E-02
 19     0.837333323100054E-02
 20     0.716924613232355E-02
 21     0.683953990576384E-02
 22     0.704825072840274E-02
 23     0.705303129683151E-02
 24     0.704007132991828E-02
 25     0.727592112312658E-02
 26     0.806058838342738E-02
 27     0.100696850507854E-01
 28     0.112339788217242E-01
 29     0.101288215573067E-01
 30     0.627194652200007E-02
