 10     0.872097404916054E-02
 11     0.955620143172024E-02
 12     0.996635073634366E-02
 13     0.994609388314698E-02
 14     0.976208468797185E-02
 15     0.928435183749035E-02
 16     0.877271249730417E-02
 17     0.850219745756765E-02
 18     0.805564395981707E-02
 19     0.756478860436932E-02
 20     0.715382380863566E-02
 21     0.683412198361278E-02
 22     0.656582962409430E-02
 23     0.674022658648201E-02
 24     0.747065054035475E-02
 25     0.765595326817342E-02
 26     0.760000777534349E-02
 27     0.742738560381529E-02
 28     0.736064552127103E-02
 29     0.717894396337408E-02
 30     0.673356766360142E-02
