2.746262 2.078007e-01 
2.745958 2.124124e-01 
2.745654 2.165842e-01 
2.745350 2.202866e-01 
2.745046 2.234929e-01 
2.744742 2.261796e-01 
2.744438 2.283272e-01 
2.744135 2.299196e-01 
2.743831 2.309450e-01 
2.743527 2.313958e-01 
2.743224 2.312685e-01 
2.742920 2.305642e-01 
2.742617 2.292881e-01 
2.742314 2.274498e-01 
2.742010 2.250628e-01 
2.741707 2.221448e-01 
2.741404 2.187172e-01 
2.741101 2.148048e-01 
2.740798 2.104356e-01 
2.740495 2.056405e-01 
2.740192 2.004529e-01 
2.739890 1.949084e-01 
2.739587 1.890439e-01 
2.739284 1.828982e-01 
2.738982 1.765103e-01 
2.738679 1.699203e-01 
2.738377 1.631679e-01 
2.738074 1.562925e-01 
2.737772 1.493331e-01 
2.737470 1.423273e-01 
2.737167 1.353115e-01 
2.736865 1.283203e-01 
2.736563 1.213865e-01 
2.736261 1.145406e-01 
2.735959 1.078110e-01 
2.735658 1.012234e-01 
2.735356 9.480096e-02 
2.735054 8.856436e-02 
2.734752 8.253145e-02 
2.734451 7.671747e-02 
2.734149 7.113500e-02 
2.733848 6.579406e-02 
2.733546 6.070217e-02 
2.733245 5.586452e-02 
2.732944 5.128403e-02 
2.732643 4.696156e-02 
2.732342 4.289604e-02 
2.732041 3.908464e-02 
2.731740 3.552297e-02 
2.731439 3.220525e-02 
2.731138 2.912449e-02 
2.730837 2.627268e-02 
2.730536 2.364093e-02 
2.730236 2.121969e-02 
2.729935 1.899887e-02 
2.729635 1.696800e-02 
2.729334 1.511639e-02 
2.729034 1.343320e-02 
2.728733 1.190763e-02 
2.728433 1.052896e-02 
2.728133 9.286665e-03 
2.727833 8.170495e-03 
2.727533 7.170529e-03 
2.727233 6.277234e-03 
2.726933 5.481504e-03 
2.726633 4.774692e-03 
2.726333 4.148636e-03 
2.726033 3.595667e-03 
2.725734 3.108622e-03 
2.725434 2.680838e-03 
2.725135 2.306150e-03 
2.724835 1.978877e-03 
2.724536 1.693808e-03 
2.724236 1.446186e-03 
2.723937 1.231680e-03 
2.723638 1.046373e-03 
2.723339 8.867249e-04 
2.723040 7.495588e-04 
2.722741 6.320287e-04 
2.722442 5.315965e-04 
2.722143 4.460071e-04 
2.721844 3.732636e-04 
2.721545 3.116045e-04 
2.721247 2.594813e-04 
2.720948 2.155375e-04 
2.720650 1.785886e-04 
2.720351 1.476043e-04 
2.720053 1.216910e-04 
2.719754 1.000765e-04 
2.719456 8.209563e-05 
2.719158 6.717726e-05 
2.718860 5.483259e-05 
2.718562 4.464466e-05 
2.718264 3.625890e-05 
2.717966 2.937473e-05 
2.717668 2.373818e-05 
2.717370 1.913530e-05 
2.717072 1.538641e-05 
2.716774 1.234110e-05 
2.716477 9.873800e-06 
2.716179 7.880054e-06 
2.715882 6.273189e-06 
2.715584 4.981519e-06 
2.715287 3.945930e-06 
2.714990 3.117822e-06 
2.714692 2.457353e-06 
2.714395 1.931959e-06 
2.714098 1.515105e-06 
2.713801 1.185228e-06 
2.713504 9.248578e-07 
2.713207 7.198840e-07 
2.712910 5.589388e-07 
2.712613 4.328928e-07 
2.712317 3.344342e-07 
2.712020 2.577242e-07 
2.711724 1.981135e-07 
2.711427 1.519103e-07 
2.711131 1.161915e-07 
2.710834 8.864947e-08 
2.710538 6.746710e-08 
2.710242 5.121795e-08 
2.709945 3.878525e-08 
2.709649 2.929714e-08 
2.709353 2.207487e-08 
2.709057 1.659149e-08 
2.708761 1.243904e-08 
2.708465 9.302564e-09 
2.708170 6.939572e-09 
2.707874 5.163889e-09 
2.707578 3.832970e-09 
2.707282 2.837973e-09 
2.706987 2.096019e-09 
2.706691 1.544175e-09 
2.706396 1.134781e-09 
2.706101 8.318443e-10 
2.705805 6.082557e-10 
2.705510 4.436542e-10 
2.705215 3.227879e-10 
2.704920 2.342632e-10 
2.704625 1.695920e-10 
2.704330 1.224675e-10 
2.704035 8.821662e-11 
2.703740 6.338615e-11 
2.703445 4.543103e-11 
2.703151 3.248068e-11 
2.702856 2.316391e-11 
2.702561 1.647832e-11 
2.702267 1.169306e-11 
2.701972 8.276708e-12 
2.701678 5.843882e-12 
2.701384 4.115850e-12 
2.701089 2.891558e-12 
2.700795 2.026370e-12 
2.700501 1.416510e-12 
