 10     0.917453354110410E-02
 11     0.975559276389810E-02
 12     0.998996171131450E-02
 13     0.996231743772651E-02
 14     0.967671794571733E-02
 15     0.930730452620381E-02
 16     0.887048794781253E-02
 17     0.827844879719999E-02
 18     0.775818637986075E-02
 19     0.732921179084987E-02
 20     0.691008456015607E-02
 21     0.618248454296556E-02
 22     0.677715500067091E-02
 23     0.729511513618975E-02
 24     0.746342562168209E-02
 25     0.749588222008997E-02
 26     0.737895024770163E-02
 27     0.720650437820259E-02
 28     0.698266681441876E-02
 29     0.687633589310236E-02
 30     0.671787328513069E-02
