 10     0.864696417218504E-02
 11     0.951690726506016E-02
 12     0.995220094580896E-02
 13     0.991108337594797E-02
 14     0.975350055769807E-02
 15     0.938746341328664E-02
 16     0.878488935279372E-02
 17     0.842974808820093E-02
 18     0.805441708636104E-02
 19     0.752833420278507E-02
 20     0.704004134832202E-02
 21     0.670408061699651E-02
 22     0.662908309811116E-02
 23     0.669714374874292E-02
 24     0.723328652786088E-02
 25     0.771178558718475E-02
 26     0.767682305899475E-02
 27     0.728050926536955E-02
 28     0.716430619151354E-02
 29     0.694978064103710E-02
 30     0.669985178641782E-02
