 10     0.911685026590731E-02
 11     0.977005101193560E-02
 12     0.100652115425731E-01
 13     0.100687966988226E-01
 14     0.980325302206441E-02
 15     0.943663580050860E-02
 16     0.901181113468363E-02
 17     0.850464377980638E-02
 18     0.812042027518647E-02
 19     0.786951962574379E-02
 20     0.761923150842880E-02
 21     0.711309704814360E-02
 22     0.652715231775900E-02
 23     0.702558678115480E-02
 24     0.725955192576292E-02
 25     0.731811545384446E-02
 26     0.729648687490791E-02
 27     0.719709196998768E-02
 28     0.701462440961373E-02
 29     0.659995203963312E-02
 30     0.642512386410764E-02
