 10     0.867342520308914E-02
 11     0.956943334555502E-02
 12     0.999741543487376E-02
 13     0.995686638246349E-02
 14     0.984102615861635E-02
 15     0.946055183440200E-02
 16     0.873583204112723E-02
 17     0.846072722989767E-02
 18     0.829615264880354E-02
 19     0.772975230494967E-02
 20     0.711533413317453E-02
 21     0.675684711980773E-02
 22     0.684979875637615E-02
 23     0.679883889027199E-02
 24     0.756251822215449E-02
 25     0.834097878595659E-02
 26     0.815783022268232E-02
 27     0.776082773470064E-02
 28     0.761560579717746E-02
 29     0.748164197498344E-02
 30     0.719705846039198E-02
 31     0.675790236838615E-02
 32     0.592516558767304E-02
 33     0.662965003191871E-02
 34     0.697735745630040E-02
 35     0.718265354490716E-02
