  9     0.714630922121658E-02
 10     0.905406355766957E-02
 11     0.973402322250393E-02
 12     0.100479327195248E-01
 13     0.100858987373721E-01
 14     0.985347957780421E-02
 15     0.951925157033867E-02
 16     0.912631617338751E-02
 17     0.859259114816456E-02
 18     0.814786665335274E-02
 19     0.784389613092415E-02
 20     0.753330410671180E-02
 21     0.698313375418702E-02
 22     0.641025475104352E-02
 23     0.710213789624899E-02
 24     0.734283212014584E-02
 25     0.743599650008980E-02
 26     0.739536146766239E-02
 27     0.729285434182320E-02
 28     0.720608665711273E-02
 29     0.702461901343922E-02
 30     0.682867051796648E-02
 31     0.671044195930237E-02
 32     0.716283504275974E-02
 33     0.755016073215454E-02
 34     0.727856971604914E-02
 35     0.696785022463849E-02
