 10     0.857084404869213E-02
 11     0.951479271652941E-02
 12     0.996286399270434E-02
 13     0.981499649581783E-02
 14     0.966843200526838E-02
 15     0.937619233841556E-02
 16     0.877074977631402E-02
 17     0.814023254325262E-02
 18     0.782109519419492E-02
 19     0.761501152860343E-02
 20     0.716657806048083E-02
 21     0.676222530669118E-02
 22     0.688004419645162E-02
 23     0.684518208215503E-02
 24     0.681927933705161E-02
 25     0.749544104083424E-02
 26     0.781679712921245E-02
 27     0.757056605212664E-02
 28     0.740247970047004E-02
 29     0.735253058913796E-02
 30     0.723283023910043E-02
