2.798323 1.465167e-03 
2.798008 1.577527e-03 
2.797692 1.724396e-03 
2.797376 1.924500e-03 
2.797061 2.211287e-03 
2.796745 2.648030e-03 
2.796430 3.359297e-03 
2.796115 4.576737e-03 
2.795799 6.516748e-03 
2.795484 8.254297e-03 
2.795169 7.785210e-03 
2.794854 6.656651e-03 
2.794539 6.654127e-03 
2.794224 7.904097e-03 
2.793909 9.034329e-03 
2.793594 7.967322e-03 
2.793280 6.372490e-03 
2.792965 5.732177e-03 
2.792651 6.144992e-03 
2.792336 7.614413e-03 
2.792022 9.261189e-03 
2.791707 8.650421e-03 
2.791393 6.762870e-03 
2.791079 5.593555e-03 
2.790765 5.286752e-03 
2.790451 5.725844e-03 
2.790137 7.034453e-03 
2.789823 9.273299e-03 
2.789509 1.092708e-02 
2.789195 1.052654e-02 
2.788881 1.052507e-02 
2.788568 1.142915e-02 
2.788254 1.063947e-02 
2.787941 8.756570e-03 
2.787627 7.965383e-03 
2.787314 8.615158e-03 
2.787001 1.008088e-02 
2.786687 9.979366e-03 
2.786374 8.143791e-03 
2.786061 6.803623e-03 
2.785748 6.386929e-03 
2.785435 6.775791e-03 
2.785122 8.053790e-03 
2.784810 1.016578e-02 
2.784497 1.135035e-02 
2.784184 1.026554e-02 
2.783872 9.281608e-03 
2.783559 9.546721e-03 
2.783247 1.124346e-02 
2.782934 1.479150e-02 
2.782622 2.006202e-02 
2.782310 2.430584e-02 
2.781998 2.507051e-02 
2.781685 2.340115e-02 
2.781373 2.363259e-02 
2.781062 2.730302e-02 
2.780750 2.971399e-02 
2.780438 2.767838e-02 
2.780126 2.510707e-02 
2.779814 2.602580e-02 
2.779503 2.890290e-02 
2.779191 3.078347e-02 
2.778880 3.141472e-02 
2.778568 2.964606e-02 
2.778257 2.379477e-02 
2.777946 1.751187e-02 
2.777635 1.364610e-02 
2.777324 1.173881e-02 
2.777012 1.109079e-02 
2.776702 1.143072e-02 
2.776391 1.287564e-02 
2.776080 1.591535e-02 
2.775769 2.078958e-02 
2.775458 2.440670e-02 
2.775148 2.338955e-02 
2.774837 2.279501e-02 
2.774527 2.609251e-02 
2.774216 3.194810e-02 
2.773906 3.406675e-02 
2.773596 3.169947e-02 
2.773285 3.054388e-02 
2.772975 3.112066e-02 
2.772665 3.323952e-02 
2.772355 3.793859e-02 
2.772045 4.378300e-02 
2.771735 4.941305e-02 
2.771426 5.123966e-02 
2.771116 4.741806e-02 
2.770806 4.571833e-02 
2.770497 5.003918e-02 
2.770187 5.723014e-02 
2.769878 6.245799e-02 
2.769568 6.462928e-02 
2.769259 7.140434e-02 
2.768950 8.147527e-02 
2.768641 8.924142e-02 
2.768331 9.550367e-02 
2.768022 9.644053e-02 
2.767713 9.056933e-02 
2.767405 8.031321e-02 
2.767096 7.251047e-02 
2.766787 7.347668e-02 
2.766478 8.096865e-02 
2.766170 8.566507e-02 
2.765861 8.467938e-02 
